,bbl,bbt,bbr,bbb,img,bbid,iou,mid,hlabel
25006,241.17,168.55,298.0,329.0,4443.0,4.0,0.5909051511332903,11.0,Pedestrian
25007,335.0,180.48,435.0,269.0,4443.0,5.0,0.4550355715781904,15.0,Car
25008,466.0,163.32,500.0,236.0,4443.0,6.0,0.6954419497680583,6.0,Cyclist
25009,671.48,161.0,687.0,224.0,4443.0,7.0,0.549874684405247,1.0,Pedestrian
25010,530.0,168.98,543.71,215.0,4443.0,8.0,0.8054762265260939,7.0,Cyclist
25011,535.63,167.0,544.0,214.71,4443.0,9.0,0.3878252650820655,5.0,Pedestrian
25012,839.0,143.71,895.0,336.19,625.0,0.0,0.73566162535486,1.0,Pedestrian
25014,768.86,145.83,800.26,247.0,625.0,2.0,0.7651515881396296,2.0,Pedestrian
25015,653.0,144.0,670.0,201.0,625.0,3.0,0.7970060865273892,6.0,Pedestrian
25018,497.34,149.24,517.96,199.0,625.0,6.0,0.41181723227034767,4.0,Cyclist
25022,8.0,68.0,268.17,352.0,625.0,10.0,0.7385692773417684,5.0,Van
25027,566.63,177.43,612.0,227.0,6254.0,0.0,0.7018694582438407,3.0,Car
25028,494.0,180.67,525.0,206.0,6254.0,1.0,0.7778371248307593,2.0,Car
25031,994.0,152.92,1050.0,196.09,6254.0,4.0,0.455754984075478,7.0,Van
25032,1163.0,138.19,1238.0,208.0,6254.0,5.0,0.7885146662297196,6.0,Van
25034,200.72,194.93,307.0,266.84,5775.0,0.0,0.6309809565250472,1.0,Car
25035,92.0,206.0,216.0,269.0,5775.0,1.0,0.5442724458980858,3.0,Car
25037,669.55,179.47,745.33,233.0,3304.0,0.0,0.794047147158258,10.0,Car
25038,15.0,217.53,308.26,374.0,3304.0,1.0,0.8493225560159217,9.0,Car
25039,894.0,162.44,1152.0,235.0,3304.0,2.0,0.748774105828251,7.0,Car
25040,858.0,157.0,977.0,228.82,3304.0,3.0,0.46276638903379813,1.0,Car
25041,364.44,206.3,432.11,241.73,3304.0,4.0,0.48959528282621995,6.0,Car
25042,400.45,184.28,460.0,234.53,3304.0,5.0,0.5317143791279378,11.0,Car
25043,264.0,196.04,374.0,272.0,3304.0,6.0,0.6311797588637393,8.0,Car
25044,798.0,162.12,898.0,215.01,3304.0,7.0,0.5992889027558403,5.0,Car
25045,467.0,182.97,509.0,213.0,3304.0,8.0,0.8179953529801125,3.0,Car
25052,575.47,176.86,604.0,207.0,7162.0,0.0,0.6749869303312073,7.0,Car
25053,18.0,201.38,288.0,375.0,7162.0,1.0,0.8589666300917398,6.0,Car
25054,143.0,195.31,261.0,263.0,7162.0,2.0,0.47677978318387115,4.0,Car
25055,356.29,186.68,467.0,256.0,7162.0,3.0,0.9174519924870568,1.0,Car
25056,317.0,178.45,378.0,228.88,7162.0,4.0,0.6800669183566206,2.0,Car
25057,441.26,183.0,502.0,225.0,7162.0,5.0,0.7216782694522403,10.0,Car
25058,491.0,183.69,526.0,211.0,7162.0,6.0,0.5920536410447244,8.0,Car
25059,523.63,169.06,552.95,197.0,7162.0,7.0,0.672478830728576,5.0,Car
25060,144.0,166.29,255.0,237.16,7162.0,8.0,0.6974614146526592,3.0,Van
25061,829.85,3.0,1223.0,374.0,1513.0,0.0,0.9198292000230811,1.0,Van
25062,0.0,182.0,222.0,348.0,1513.0,1.0,0.9143949692495861,8.0,Car
25063,142.0,186.0,381.0,277.52,1513.0,2.0,0.6522700981159358,7.0,Car
25065,347.0,182.25,483.0,235.51,1513.0,4.0,0.6587462198777044,4.0,Car
25066,331.0,139.44,491.0,228.77,1513.0,5.0,0.6635881897087801,11.0,Van
25067,670.21,185.83,748.47,234.0,1513.0,6.0,0.7338442817098638,10.0,Car
25068,742.16,182.39,822.0,224.9,1513.0,7.0,0.5677041741330512,5.0,Car
25069,768.0,194.93,825.0,266.0,1513.0,8.0,0.6285405726656443,3.0,Misc
25071,600.0,174.71,622.0,195.0,1275.0,0.0,0.49977618786694133,1.0,Car
25072,325.43,186.36,376.0,217.0,1275.0,1.0,0.6058790094499718,2.0,Car
25073,391.0,183.19,442.0,215.0,1275.0,2.0,0.7454972322844862,3.0,Car
25074,484.0,179.9,507.0,197.0,1275.0,3.0,0.5267957264851942,4.0,Car
25076,639.0,177.82,667.75,194.0,3462.0,0.0,0.4587744540813297,3.0,Car
25077,670.0,176.68,729.0,222.0,3462.0,1.0,0.7922446845817999,6.0,Car
25078,796.13,166.0,1084.93,330.0,3462.0,2.0,0.795753436864793,4.0,Car
25079,731.56,114.67,856.47,219.82,3462.0,3.0,0.7650446470177078,2.0,Truck
25080,894.06,177.04,976.95,208.33,3462.0,4.0,0.036674605486425406,1.0,Truck
25083,433.84,185.34,509.0,237.0,5013.0,0.0,0.759286816311193,4.0,Car
25084,864.77,197.23,1221.0,374.0,5013.0,1.0,0.8645627963874711,6.0,Car
25085,770.08,180.0,919.0,269.0,5013.0,2.0,0.7554991878110685,11.0,Car
25086,734.26,182.2,817.0,241.0,5013.0,3.0,0.6854130112147612,5.0,Car
25087,495.0,183.34,538.81,217.0,5013.0,4.0,0.5433129978453087,9.0,Car
25088,711.49,180.31,726.0,212.0,5013.0,5.0,0.0972161582473442,8.0,Car
25090,700.0,178.18,749.6,219.38,5013.0,7.0,0.677757435856616,7.0,Car
25091,556.11,178.88,585.57,200.86,5013.0,8.0,0.6149390313390326,10.0,Car
25093,596.0,168.52,622.0,196.0,4319.0,0.0,0.6250542399547606,7.0,Car
25095,302.0,138.22,399.0,215.52,4319.0,2.0,0.7918880818736724,6.0,Tram
25096,411.25,177.74,421.0,198.41,4319.0,3.0,0.01881430039747598,5.0,Truck
25099,471.38,157.4,544.0,299.0,3476.0,0.0,0.8771028734741566,1.0,Pedestrian
25100,739.07,174.32,757.0,188.0,2768.0,0.0,0.43423681608105075,1.0,Car
25101,478.0,165.94,531.0,207.0,2768.0,1.0,0.7331129886668964,4.0,Van
25103,114.0,143.44,182.0,306.22,5007.0,0.0,0.7036708600568686,1.0,Pedestrian
25104,1041.0,41.0,1234.0,374.0,1261.0,0.0,0.7871525350144569,1.0,Van
25105,765.66,155.0,997.0,299.0,1261.0,1.0,0.793963458522611,3.0,Car
25106,680.0,165.78,742.0,218.81,1261.0,2.0,0.8784274389241844,4.0,Car
25107,506.0,176.96,552.87,215.63,1261.0,3.0,0.7349023139739677,5.0,Car
25108,566.92,173.52,606.0,201.0,1261.0,4.0,0.6634338796205986,2.0,Car
25109,630.02,173.83,668.0,213.0,7176.0,0.0,0.7663246405604279,3.0,Car
25110,515.23,180.06,568.0,212.0,7176.0,1.0,0.6537482758115122,2.0,Car
25114,486.63,171.24,540.0,209.0,619.0,0.0,0.6320723926562785,7.0,Car
25115,90.61,194.0,399.51,373.0,619.0,1.0,0.9367722960950035,6.0,Car
25116,281.0,169.18,362.24,226.0,619.0,2.0,0.4080668050888381,3.0,Car
25121,596.0,171.11,615.0,192.0,1507.0,0.0,0.5074067502189893,1.0,Car
25122,626.0,158.15,650.0,181.0,1507.0,1.0,0.47385649717396966,6.0,Truck
25123,0.0,175.59,86.0,271.0,1507.0,2.0,0.7519948999773078,2.0,Van
25124,401.0,182.66,419.26,193.0,1507.0,3.0,0.184565822354697,4.0,Car
25128,426.0,178.4,449.0,262.84,6268.0,0.0,0.6064608382906824,8.0,Pedestrian
25129,19.0,155.81,117.0,364.0,6268.0,1.0,0.5460106301469143,10.0,Pedestrian
25130,305.03,168.87,350.0,331.0,6268.0,2.0,0.5122018825334296,5.0,Pedestrian
25132,784.0,155.44,811.0,262.0,6268.0,4.0,0.5519596224132072,7.0,Pedestrian
25133,811.98,158.18,845.0,258.0,6268.0,5.0,0.5933387203342909,1.0,Pedestrian
25134,379.0,172.59,407.0,284.0,6268.0,6.0,0.5676786266525793,6.0,Pedestrian
25138,908.81,186.76,1234.0,374.0,5761.0,0.0,0.9491641361266341,3.0,Car
25139,74.0,197.02,392.0,374.0,5761.0,1.0,0.873783587808543,9.0,Car
25141,706.41,182.73,867.0,280.0,5761.0,3.0,0.7840583647893099,7.0,Car
25142,465.0,180.43,523.0,226.69,5761.0,4.0,0.6949058522588737,4.0,Car
25143,661.55,179.09,720.05,221.0,5761.0,5.0,0.5566703789604894,5.0,Car
25146,374.0,154.84,450.0,206.49,5761.0,8.0,0.4694933104618703,8.0,Van
25147,598.53,168.61,622.0,188.0,5761.0,9.0,0.5102279168931442,1.0,Car
25151,0.0,169.0,105.0,366.0,3310.0,0.0,0.8029214369263699,7.0,Car
25152,386.0,183.35,438.0,278.0,3310.0,1.0,0.7020344764569835,9.0,Cyclist
25154,898.81,188.32,1239.0,339.0,3310.0,3.0,0.782199179731569,2.0,Car
25156,246.0,182.89,389.0,249.96,3310.0,5.0,0.6578128573137161,6.0,Car
25159,635.0,179.95,701.01,228.51,3310.0,8.0,0.8022229874885628,1.0,Car
25161,618.62,175.98,648.0,198.0,3310.0,10.0,0.4429217291859904,4.0,Car
25162,602.0,165.17,617.62,186.05,3310.0,11.0,0.49584286061785526,5.0,Car
25165,13.0,202.0,233.0,300.0,2191.0,0.0,0.7159520628252583,1.0,Car
25170,353.0,196.81,385.0,216.0,5826.0,0.0,0.2693935924263762,3.0,Car
25172,518.0,183.16,551.0,216.0,786.0,0.0,0.6508072094439945,1.0,Car
25173,553.18,180.85,572.0,199.17,786.0,1.0,0.5344098128106197,2.0,Car
25174,647.89,171.83,674.0,194.0,1498.0,0.0,0.34031656225294926,2.0,Car
25175,676.77,179.34,735.0,220.0,1498.0,1.0,0.7060115617829942,4.0,Car
25176,656.16,150.0,702.32,193.23,1498.0,2.0,0.6699026153738323,6.0,Van
25177,784.0,176.89,866.0,223.52,1498.0,3.0,0.772303321954986,5.0,Car
25181,208.76,186.23,234.0,212.0,6491.0,0.0,0.6514450610006002,5.0,Car
25182,344.37,180.0,398.0,204.72,6491.0,1.0,0.6335009883836724,7.0,Car
25183,492.0,172.5,531.0,192.0,6491.0,2.0,0.494574893856619,2.0,Car
25184,442.0,178.35,483.83,192.0,6491.0,3.0,0.39610722917485114,1.0,Car
25187,691.74,165.09,734.0,200.0,4286.0,0.0,0.6774577381207676,4.0,Car
25188,313.69,153.87,574.44,304.49,4286.0,1.0,0.7665046449900466,6.0,Van
25189,219.0,186.64,320.26,241.52,4286.0,2.0,0.7378545776297301,3.0,Car
25190,1.0,190.0,243.0,328.0,4286.0,3.0,0.812555230872474,2.0,Car
25191,421.61,181.05,488.09,212.2,4286.0,4.0,0.03459492148346136,7.0,Car
25194,0.0,158.0,208.0,340.0,5198.0,0.0,0.8615646888695455,3.0,Car
25195,425.0,181.3,461.0,260.0,5198.0,1.0,0.6778458273974166,8.0,Cyclist
25196,971.54,184.31,1241.0,341.0,5198.0,2.0,0.6874013165928009,2.0,Car
25198,843.0,177.0,1095.0,282.27,5198.0,4.0,0.7067231907966872,12.0,Car
25199,268.0,183.32,415.0,243.56,5198.0,5.0,0.7187701135632234,5.0,Car
25201,634.0,180.57,686.0,225.12,5198.0,7.0,0.6799233024443606,10.0,Car
25203,616.86,177.51,646.0,198.0,5198.0,9.0,0.42045402211677285,6.0,Car
25204,601.0,166.85,617.04,187.25,5198.0,10.0,0.4700893011067817,11.0,Van
25207,0.0,164.71,160.0,324.0,4292.0,0.0,0.8760971168696585,6.0,Car
25208,341.2,177.63,449.41,219.33,4292.0,1.0,0.7005677689799726,5.0,Car
25209,1022.0,146.27,1065.0,234.0,4292.0,2.0,0.4768202180397812,4.0,Cyclist
25210,909.64,154.23,940.0,219.25,4292.0,3.0,0.5493687570062357,3.0,Cyclist
25218,428.02,185.27,519.0,254.24,6485.0,0.0,0.7430199459751732,1.0,Car
25220,586.54,177.49,606.0,201.0,792.0,0.0,0.5612874319744882,2.0,Car
25221,417.0,180.53,454.0,209.0,792.0,1.0,0.6041525183574581,5.0,Car
25222,395.0,177.0,434.48,209.0,792.0,2.0,0.7033226617970302,4.0,Car
25227,470.0,173.0,513.0,204.16,2185.0,1.0,0.38985504007835975,1.0,Car
25228,316.0,184.89,431.0,230.0,2185.0,2.0,0.502260781051168,7.0,Car
25229,152.0,183.2,354.0,263.99,2185.0,3.0,0.7500996837811815,2.0,Car
25230,696.0,175.0,853.0,282.0,2185.0,4.0,0.7540507684486089,5.0,Car
25231,188.25,195.92,454.31,368.0,2185.0,5.0,0.8459863181190197,3.0,Car
25232,616.0,168.0,640.73,196.41,2185.0,6.0,0.5255481840002444,4.0,Car
25234,544.0,131.53,597.0,210.48,5832.0,0.0,0.7431778639615169,3.0,Truck
25237,136.78,187.89,186.0,214.52,5832.0,3.0,0.724321679562926,1.0,Car
25238,187.21,186.61,229.0,212.0,5832.0,4.0,0.5852081851305174,8.0,Car
25239,236.0,184.5,267.0,205.34,5832.0,5.0,0.6399593621248345,6.0,Car
25241,639.0,175.95,661.0,193.0,962.0,0.0,0.5823887565278076,5.0,Car
25242,684.67,182.62,764.91,237.0,962.0,1.0,0.7672326944409358,6.0,Car
25243,834.0,185.73,1202.0,374.0,962.0,2.0,0.8447202194865875,7.0,Car
25245,751.8,176.57,813.0,214.29,962.0,4.0,0.7055595105403708,1.0,Car
25251,868.0,156.0,891.0,195.0,2813.0,2.0,0.6075411502454015,2.0,Cyclist
25252,23.0,190.0,136.0,235.67,2813.0,3.0,0.7004887123290892,1.0,Car
25255,600.49,182.79,672.49,251.39,2807.0,0.0,0.7747764705882352,2.0,Car
25256,754.46,174.17,862.0,258.0,2807.0,1.0,0.6119999225010478,10.0,Car
25257,706.0,180.11,790.7,224.0,2807.0,2.0,0.8935137741877147,4.0,Car
25258,697.0,182.08,750.0,215.25,2807.0,3.0,0.48723478455212854,6.0,Car
25259,316.07,189.88,423.0,245.0,2807.0,4.0,0.7874534834517753,9.0,Car
25260,490.0,183.96,532.0,216.13,2807.0,5.0,0.8276534785899478,3.0,Car
25261,548.0,182.2,576.0,199.0,2807.0,6.0,0.46525957953550134,7.0,Car
25262,276.27,191.95,362.0,233.0,2807.0,7.0,0.6399241557416664,11.0,Car
25264,424.16,184.68,473.0,211.0,2807.0,9.0,0.7380839610261538,1.0,Car
25266,127.0,187.86,218.0,235.35,2807.0,11.0,0.7571067216011791,5.0,Car
25268,0.0,146.0,400.08,374.0,976.0,0.0,0.8514997969429712,6.0,Van
25269,811.67,134.32,1241.0,362.0,976.0,1.0,0.7583859722514887,4.0,Car
25270,400.47,183.04,525.97,271.0,976.0,2.0,0.8256507929859572,2.0,Car
25271,469.0,167.26,549.03,236.0,976.0,3.0,0.7775343946815055,7.0,Van
25272,512.0,169.74,570.0,224.18,976.0,4.0,0.6759075577524294,5.0,Car
25273,641.0,171.85,677.0,198.0,976.0,5.0,0.5822202766777059,1.0,Car
25276,100.0,197.0,320.0,307.0,6334.0,0.0,0.788329479178565,5.0,Car
25277,838.38,185.0,1241.0,374.0,6334.0,1.0,0.9111489342360608,3.0,Car
25278,744.0,188.0,932.0,303.0,6334.0,2.0,0.8174067562713854,4.0,Car
25279,300.0,191.14,399.0,260.0,6334.0,3.0,0.6958989466458183,6.0,Car
25282,722.0,182.18,814.25,254.53,6334.0,6.0,0.6633175740080555,2.0,Car
25286,571.99,174.91,612.0,215.0,745.0,0.0,0.7006769260446835,6.0,Car
25287,0.0,64.03,358.0,375.0,745.0,1.0,0.9193943045755573,4.0,Van
25288,311.0,182.17,370.0,232.0,745.0,2.0,0.528788444998435,7.0,Car
25289,401.3,170.0,482.0,234.32,745.0,3.0,0.8347092319128194,2.0,Car
25290,386.33,180.94,413.0,210.0,745.0,4.0,0.29586789062888924,5.0,Car
25291,475.26,179.04,516.0,211.37,745.0,5.0,0.6591385496185691,11.0,Car
25292,518.0,160.34,546.79,200.0,745.0,6.0,0.5588422517329655,12.0,Misc
25293,532.22,177.36,555.0,198.66,745.0,7.0,0.32001767565178885,3.0,Van
25294,496.0,178.96,531.0,211.0,4523.0,0.0,0.7225257552017792,2.0,Car
25295,707.0,182.0,845.43,278.19,2152.0,0.0,0.7328513761376192,10.0,Car
25296,60.0,190.0,277.52,263.0,2152.0,1.0,0.8459185634347721,8.0,Car
25297,850.0,187.6,1218.0,374.0,2152.0,2.0,0.862335044882274,1.0,Car
25298,688.0,173.99,763.48,239.51,2152.0,3.0,0.8646386715881607,4.0,Car
25299,398.0,184.95,485.0,246.25,2152.0,4.0,0.8566514695401302,2.0,Car
25300,470.0,177.0,513.0,223.0,2152.0,5.0,0.5496429266123875,6.0,Car
25301,656.66,175.59,710.36,218.98,2152.0,6.0,0.6693602413099686,13.0,Car
25303,500.0,177.08,535.0,216.0,2152.0,8.0,0.6320226804368608,5.0,Car
25304,638.73,148.4,688.0,201.78,2152.0,9.0,0.8715087312494568,14.0,Van
25305,535.28,178.56,547.0,193.94,2152.0,10.0,0.12506074257608502,9.0,Car
25307,219.02,162.18,256.0,276.0,2634.0,0.0,0.7556034446235955,1.0,Pedestrian
25316,927.0,172.0,1111.0,283.0,4245.0,0.0,0.7933317622070541,2.0,Car
25317,1082.0,179.63,1234.0,279.0,4245.0,1.0,0.6304867841650952,8.0,Car
25318,8.0,159.0,110.0,231.53,4245.0,2.0,0.8616169598384469,5.0,Van
25319,39.0,163.0,169.0,223.0,4245.0,3.0,0.7536699669165943,7.0,Van
25320,107.23,172.96,213.0,215.0,4245.0,4.0,0.7900040188027376,10.0,Van
25327,600.0,156.67,627.0,185.0,23.0,0.0,0.730698268643167,2.0,Truck
25328,372.95,182.64,408.0,203.0,23.0,1.0,0.6848985596378431,7.0,Car
25333,586.0,189.3,616.0,211.0,6452.0,0.0,0.4884553466277223,2.0,Car
25334,533.97,185.57,560.0,208.72,6452.0,1.0,0.622956776680983,1.0,Car
25335,598.28,173.92,617.0,197.0,6452.0,2.0,0.4841287449425387,4.0,Van
25336,342.0,186.93,381.68,207.0,6452.0,3.0,0.6181548908107806,3.0,Car
25337,559.0,173.64,623.0,237.0,37.0,0.0,0.7705884181722222,1.0,Car
25338,27.11,0.0,512.28,375.0,37.0,1.0,0.904447951879101,4.0,Truck
25339,498.0,183.18,535.73,225.0,37.0,2.0,0.5281146043881345,2.0,Car
25340,581.76,178.45,604.0,197.0,1329.0,0.0,0.46378638971448033,3.0,Car
25345,300.0,185.44,360.0,218.89,6446.0,1.0,0.6193314737959831,1.0,Car
25349,648.34,142.6,746.0,226.0,2620.0,0.0,0.8233330068242418,3.0,Truck
25352,0.0,253.43,190.0,366.0,4251.0,0.0,0.8528409150743017,4.0,Car
25353,186.0,187.49,421.0,342.0,4251.0,1.0,0.8998292262791023,1.0,Car
25354,457.99,131.61,551.04,225.76,4251.0,2.0,0.8601529209621988,2.0,Truck
25355,617.37,177.65,661.0,222.85,4251.0,3.0,0.6044469890995315,5.0,Car
25357,521.24,182.07,549.9,204.0,4537.0,0.0,0.6338560656928725,2.0,Car
25358,204.0,177.55,250.0,206.0,4537.0,1.0,0.6168634546088045,5.0,Car
25359,273.0,181.3,307.32,206.0,4537.0,2.0,0.4697066411340726,3.0,Car
25361,299.38,182.14,338.0,204.0,4537.0,4.0,0.6727762956172127,6.0,Car
25363,569.22,179.38,612.0,220.0,4537.0,6.0,0.5982583986736789,1.0,Car
25364,113.91,181.11,196.0,214.54,4537.0,7.0,0.7916370865507505,4.0,Car
25370,141.0,189.32,265.0,261.0,3258.0,1.0,0.6327525052907822,4.0,Car
25371,965.0,152.86,1001.65,211.0,3258.0,2.0,0.5984327177403448,2.0,Cyclist
25375,411.86,185.38,494.0,214.77,2146.0,0.0,0.706307762863682,2.0,Car
25379,465.76,195.0,656.0,283.0,5629.0,0.0,0.691544861192418,1.0,Car
25380,409.0,187.35,514.0,277.0,5629.0,1.0,0.37720004609147556,5.0,Car
25381,160.0,191.61,290.0,263.0,5629.0,2.0,0.5500157762021858,4.0,Car
25382,41.0,186.0,169.0,252.0,5629.0,3.0,0.5090536407199432,3.0,Car
25383,528.0,178.0,737.0,348.0,6320.0,0.0,0.7626421185627094,5.0,Car
25385,335.0,187.94,366.0,204.0,6320.0,2.0,0.5024868993693933,4.0,Car
25387,955.0,176.0,1073.0,218.57,6320.0,4.0,0.6662953397606705,1.0,Car
25388,896.0,174.13,1039.0,234.0,6320.0,5.0,0.6657433073198359,6.0,Car
25389,381.76,183.54,500.0,238.0,6320.0,6.0,0.727729841963174,2.0,Car
25390,1015.0,172.27,1101.0,208.31,6320.0,7.0,0.6677824814437123,8.0,Car
25392,424.49,177.87,497.0,220.0,989.0,0.0,0.7772813726355047,4.0,Car
25394,364.0,181.95,469.0,224.07,751.0,0.0,0.6576721457510685,7.0,Car
25395,649.0,177.49,709.0,228.0,751.0,1.0,0.7414400264536475,2.0,Car
25396,468.06,187.84,535.0,239.0,751.0,2.0,0.6045672097923267,6.0,Car
25397,3.63,184.0,118.0,287.48,751.0,3.0,0.26303458608769653,9.0,Car
25398,37.0,185.86,259.89,312.0,751.0,4.0,0.6978119664745009,5.0,Car
25399,789.35,210.34,1217.0,374.0,751.0,5.0,0.8256087562950586,3.0,Car
25402,573.0,176.92,610.0,212.0,3270.0,0.0,0.681196221627146,1.0,Car
25404,499.0,170.92,534.37,196.0,3270.0,2.0,0.4385655457238458,2.0,Car
25406,404.0,176.65,418.0,214.0,5601.0,0.0,0.5186993650619817,1.0,Pedestrian
25409,922.0,142.88,1004.0,311.0,6308.0,0.0,0.8249530550425885,1.0,Pedestrian
25410,421.0,177.93,446.0,268.64,1467.0,0.0,0.612301146916797,3.0,Pedestrian
25411,247.24,165.91,306.0,355.0,1467.0,1.0,0.5344569337806574,9.0,Pedestrian
25413,814.0,155.0,849.0,274.0,1467.0,3.0,0.5943866524133752,7.0,Pedestrian
25414,856.88,157.81,891.0,259.0,1467.0,4.0,0.5013179441462335,6.0,Pedestrian
25415,371.0,172.37,406.0,293.0,1467.0,5.0,0.571098577210369,8.0,Pedestrian
25417,667.06,184.0,903.0,268.0,779.0,0.0,0.8243566635904603,1.0,Car
25418,602.84,177.24,622.0,196.0,7016.0,0.0,0.3985077976089626,1.0,Car
25419,944.0,119.48,1110.0,355.0,7016.0,1.0,0.5326491995199284,4.0,Cyclist
25420,861.92,160.87,912.58,336.0,7016.0,2.0,0.5313244727410191,9.0,Pedestrian
25421,785.0,170.37,820.28,298.57,7016.0,3.0,0.819825032300724,8.0,Pedestrian
25422,13.0,211.78,96.0,295.0,7016.0,4.0,0.6719340081552421,5.0,Car
25423,373.42,190.2,427.0,216.0,7016.0,5.0,0.5931570701860315,2.0,Car
25424,846.0,145.0,933.0,311.68,7016.0,6.0,0.4966620778990033,7.0,Cyclist
25429,590.81,174.83,635.0,212.0,1301.0,0.0,0.6957212571488559,4.0,Car
25430,963.21,171.55,1241.0,373.0,1301.0,1.0,0.9091955553382066,3.0,Car
25431,822.0,180.0,1036.0,301.0,1301.0,2.0,0.79448545235895,1.0,Car
25432,465.0,180.96,497.0,206.5,1301.0,3.0,0.5677921356120605,7.0,Car
25433,4.0,198.25,242.0,317.0,1301.0,4.0,0.7974126299845364,6.0,Car
25434,719.0,170.85,829.0,227.0,1301.0,5.0,0.7381788012114913,10.0,Car
25435,682.0,173.88,765.01,213.6,1301.0,6.0,0.5478939144500704,5.0,Car
25437,419.11,175.02,454.0,197.0,1301.0,8.0,0.5880532623450917,8.0,Car
25442,599.83,174.37,626.0,203.57,5167.0,0.0,0.7754294388881664,3.0,Car
25443,656.0,162.67,691.0,187.0,5167.0,1.0,0.46417428162141333,5.0,Truck
25444,0.0,201.11,123.0,277.03,5167.0,2.0,0.6652226638347385,1.0,Car
25445,204.34,196.75,271.0,232.0,5167.0,3.0,0.6178995582970016,2.0,Car
25446,384.61,170.67,424.0,207.27,5167.0,4.0,0.508198940366536,6.0,Misc
25449,452.34,191.44,519.08,252.0,2608.0,0.0,0.7158302420622454,1.0,Car
25451,609.0,175.14,625.0,225.0,3516.0,0.0,0.6394660599476973,3.0,Pedestrian
25452,5.0,208.84,221.0,333.0,3516.0,1.0,0.8144904179897101,4.0,Car
25453,309.0,190.28,430.0,242.43,3516.0,2.0,0.7525154706228403,1.0,Car
25454,411.0,185.99,518.0,257.0,4279.0,0.0,0.7619832546546238,1.0,Car
25455,642.0,135.3,689.0,205.0,5173.0,0.0,0.689005208689244,7.0,Truck
25456,28.0,183.83,131.0,228.0,5173.0,1.0,0.7018195281105134,3.0,Car
25457,130.0,184.59,215.0,219.49,5173.0,2.0,0.7366178402310297,4.0,Car
25458,224.0,182.9,272.0,208.0,5173.0,3.0,0.5563902024340408,5.0,Car
25459,279.0,180.88,322.0,205.0,5173.0,4.0,0.817483084375753,6.0,Car
25460,312.8,182.11,336.0,203.34,5173.0,5.0,0.38585219079086297,8.0,Car
25465,267.0,144.0,291.22,258.47,3502.0,1.0,0.15774410873165898,6.0,Person_sitting
25466,1010.0,144.42,1105.0,358.0,3502.0,2.0,0.718299961095168,1.0,Pedestrian
25467,884.0,142.0,976.0,356.0,3502.0,3.0,0.746398070119701,11.0,Pedestrian
25469,582.0,141.0,666.0,348.0,3502.0,5.0,0.7768655549715217,5.0,Pedestrian
25471,690.0,139.13,737.83,339.0,3502.0,7.0,0.5030737003930075,10.0,Pedestrian
25473,759.08,148.86,807.0,336.94,3502.0,9.0,0.5278050532427117,4.0,Pedestrian
25474,835.59,161.44,901.64,340.0,3502.0,10.0,0.842206079587373,3.0,Pedestrian
25475,271.37,165.6,346.0,342.0,3502.0,11.0,0.7811548087266872,8.0,Pedestrian
25476,538.0,140.78,564.0,254.0,3502.0,12.0,0.4889453621346886,2.0,Pedestrian
25478,646.0,138.72,700.61,259.51,3502.0,14.0,0.42923897343306605,9.0,Pedestrian
25480,8.0,77.0,267.28,347.0,3502.0,16.0,0.6969842510089531,7.0,Van
25486,745.56,184.05,770.0,209.0,1315.0,0.0,0.5034100699515931,1.0,Car
25488,709.0,168.89,730.67,184.0,1473.0,0.0,0.4219295478525043,2.0,Car
25489,12.0,110.79,202.0,231.0,1473.0,1.0,0.735079850152351,1.0,Truck
25492,138.11,177.43,442.14,344.0,7002.0,0.0,0.8078534845299272,1.0,Car
25495,602.17,177.25,660.0,234.0,3264.0,0.0,0.8325028013253382,4.0,Car
25496,749.0,182.98,856.0,263.0,3264.0,1.0,0.694769805356549,3.0,Car
25497,993.46,143.61,1039.0,190.04,3264.0,2.0,0.7291287533925823,1.0,Van
25503,596.0,179.99,634.0,197.0,5615.0,2.0,0.4589964779593568,1.0,Car
25508,238.0,186.43,353.0,240.0,3933.0,0.0,0.6185002158634073,5.0,Car
25509,449.48,177.62,537.0,217.79,3933.0,1.0,0.822071928614059,6.0,Car
25510,64.0,185.09,197.0,232.0,3933.0,2.0,0.6090046750328026,4.0,Car
25511,400.0,172.87,474.28,209.17,3933.0,3.0,0.7403043788748502,2.0,Car
25512,535.79,169.67,578.31,191.0,3933.0,4.0,0.6106503645514639,1.0,Car
25513,585.0,174.38,630.0,196.0,3933.0,5.0,0.5580656751923548,10.0,Car
25514,711.0,171.7,729.91,182.0,3933.0,6.0,0.21778976259637797,9.0,Car
25518,569.28,178.02,612.0,222.0,4084.0,0.0,0.7477308103877937,3.0,Car
25519,10.0,205.28,240.0,318.0,4084.0,1.0,0.7948509883112486,2.0,Car
25520,406.46,186.89,499.0,250.56,4084.0,2.0,0.8472954607277134,4.0,Car
25525,70.0,192.54,179.0,245.0,6693.0,0.0,0.7050023885409021,5.0,Car
25526,359.63,186.64,394.0,206.7,6693.0,1.0,0.624271974763361,9.0,Car
25530,122.0,190.0,227.0,307.0,1842.0,0.0,0.758443757126269,2.0,Car
25531,613.0,177.52,638.81,194.0,1842.0,1.0,0.4274400934009722,1.0,Car
25532,490.0,183.63,504.73,198.0,1842.0,2.0,0.08243930332726393,3.0,Car
25533,479.0,175.05,512.0,209.84,1842.0,3.0,0.5055998596385349,4.0,Car
